FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Kieffer,Moore,FWD,BOU,4900000,1,54,2.2,4.48979591836735E-07,1.10204081632653E-05,0,426294,1,34,0,0,0,4,0,11,252,-6,0,54,6,0.1,0,0.3,3,0,3,0,0,0.8,432540,0,-1,0,1,1180,202,0,0,156,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,1.8,1.7,1.8,1.6
Andrew,Moran,MID,BHA,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,1146,0,1,0,0,0,0,0,0.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1563,0,-1,0,0,11,8,0,0,3,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Jimmy,Morgan,FWD,SOU,4500000,0,0,0,0,0,0,5084,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7051,0,-1,0,0,0,37,0,0,0,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
,Mosquera,DEF,WOL,3900000,0,0,0,0,0,0,140996,0,0,0,0,0,0,0,0,115,-1,0,0,1,0,0,0,0,0,0,0,0,0.9,119714,0,-1,0,0,0,0,0,0,0,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0,0,0,0,0
Mason,Mount,MID,CHE,7200000,0,82,3.4,4.72222222222222E-07,1.13888888888889E-05,0,2781323,4,21,0,0,0,3,0,11.4,1008,-8,0,82,8,0,0,0.2,8,0,8,0,4,3.5,2176880,0,-1,0,2,1644,12,0,0,277,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0,0,0,0,2.8
,Moutinho,MID,WOL,4600000,0,55,1.8,3.91304347826087E-07,1.19565217391304E-05,0,175236,3,28,0,0,0,0,0,12,78,-4,0,55,4,0.1,0,0.5,0,0,6,0,2,0.3,35028,0,-1,0,0,1772,54,0,0,295,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.9,1.3,0.9,1.5,0.9
Divin,Mubama,FWD,WHU,4500000,0,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,7425,0,0,0,0,0,0,0,0.2,62,0,0,1,0,0,0,0,0,0,0,0,0,0.1,11389,0,-1,0,0,3,48,0,0,3,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Mykhailo,Mudryk,MID,CHE,6500000,0,20,0.625,9.61538461538462E-08,3.07692307692308E-06,0,482187,0,7,0,0,0,0,0,3.1,737,-5,0,20,5,0.2,0,1.5,0,0,0,0,2,0.8,559037,0,-1,0,0,485,215,0,0,53,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.3,0.3,0.3,0.6,0.3
Romaine,Mundle,MID,TOT,4500000,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,-1,0,0,0,1,0,0,0,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
,Muniz,FWD,FUL,5400000,0,0,0,0,0,0,14652,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,3387,0,-1,0,0,0,0,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Jacob,Murphy,MID,NEW,4100000,2,74,2.3125,5.64024390243902E-07,1.80487804878049E-05,0,867899,0,11,0,0,0,4,0,18,1215,-4,0,74,4,1.1,0,4.4,2,0,3,0,2,3.1,580385,0,-1,0,1,1132,3961,0,0,229,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,1.8,1.2,2.9,1.7,1.6
Enock,Mwepu,MID,BHA,5300000,0,11,1.8,3.39622641509434E-07,2.07547169811321E-06,0,16484,0,4,0,0,0,0,0,2.1,2,-2,0,11,2,0,0,0,0,0,0,0,1,0,5979,0,-1,0,0,209,0,0,0,29,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Vitalii,Mykolenko,DEF,EVE,4100000,0,72,2.2,5.36585365853659E-07,1.75609756097561E-05,0,261598,4,43,0,0,0,0,0,17.6,269,-4,0,72,4,0.4,0,1.7,4,0,7,0,1,0.7,290555,0,-1,0,1,2473,212,0,0,422,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,1.6,1.5,1.6,2.2,2.2
,N.Williams,DEF,NFO,3800000,0,54,1.7,4.47368421052632E-07,1.42105263157895E-05,0,3212891,7,41,0,0,0,1,0,14.2,11179,-2,0,54,2,0.4,0,1.6,1,0,4,0,1,13.8,2132903,0,-1,0,0,1872,378,0,0,284,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Marvelous,Nakamba,MID,AVL,4300000,0,0,0,0,0,0,31557,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,18713,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Keylor,Navas,GLK,NFO,4500000,3,31,0.939393939393939,2.08754208754209E-07,6.88888888888889E-06,0,79871,2,27,0,42,0,0,0,6.9,520,0,0,31,0,0.4,0,2,3,0,1,0,0,0.9,171714,0,-1,0,0,1260,838,0,0,214,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.5,0.6,0.5,0.6,0.5
Wilfred,Ndidi,MID,LEI,4800000,0,33,1,2.08333333333333E-07,6.875E-06,0,47881,4,34,0,0,0,0,0,6.9,18,-2,0,33,2,0.2,0,1.1,0,0,0,0,0,0.2,23044,0,-1,0,0,1434,4,0,0,214,Everton,Fulham,Liverpool,Newcastle,West Ham,0.5,0.5,0.5,0.5,0.5
Reiss,Nelson,MID,ARS,4700000,0,38,1.15151515151515,2.45003223726628E-07,8.08510638297872E-06,0,17385,0,1,0,0,0,3,0,8.1,19,-3,0,38,3,0.2,0,1,5,0,1,0,3,0,16246,0,-1,0,2,123,20,0,0,114,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0.6,0.6,0.6,0.6,0.6
,Neto,GLK,BOU,4500000,3,87,3.6,8E-07,1.93333333333333E-05,0,84282,4,33,0,91,0,0,0,19.3,320,0,0,87,0,0.9,0,3.9,9,0,6,0,0,0.6,126067,0,-1,0,1,2115,556,0,0,459,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,4.5,4.4,4.6,5.3,4.4
,Neto,MID,WOL,4900000,2,33,1,2.04081632653061E-07,6.73469387755102E-06,0,1559621,1,14,0,0,0,0,0,6.7,70,-6,0,33,6,0.4,0,2,0,0,4,0,2,1.6,215399,0,-1,0,0,834,37,0,0,114,Brighton,Aston Villa,Man Utd,Everton,Arsenal,0.5,0.5,0.5,0.6,0.5
,Neves,MID,WOL,5200000,2,107,3.5,6.73076923076923E-07,2.05769230769231E-05,0,668810,11,44,0,0,0,6,0,20.6,692,-3,0,107,3,0.5,0,2.8,16,0,8,0,1,1.6,612570,0,-1,0,3,2708,330,0,0,518,Brighton,Aston Villa,Man Utd,Everton,Arsenal,2.1,3.6,1.8,4.1,1.8
Moussa,Niakhate,DEF,NFO,4300000,1,16,0.484848484848485,1.12755461592671E-07,3.72093023255814E-06,0,14525,0,16,0,0,0,0,0,3.7,13,-2,0,16,2,0.3,0,1.1,0,0,1,0,0,0,3597,0,-1,0,0,803,16,0,0,92,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0.2,0.2,0.2,0.2,0.2
Eddie,Nketiah,FWD,ARS,6400000,0,60,2.3,3.59375E-07,9.375E-06,0,1852285,2,14,0,0,0,4,0,9.4,742,-6,0,60,6,0.1,0,0.5,5,0,2,0,2,1.8,1924887,0,-1,0,1,1018,113,0,0,160,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,1.8,1.5,1.8,1.7,2.1
Niels,Nkounkou,DEF,EVE,4000000,0,0,0,0,0,0,46325,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8908,0,-1,0,0,0,0,0,0,0,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Christian,N?rgaard,MID,BRE,5300000,0,71,3.2,6.0377358490566E-07,1.33962264150943E-05,0,84212,6,23,0,0,0,1,0,13.4,179,-2,0,71,2,0.2,0,1,6,0,6,0,6,0.2,67057,0,-1,0,0,1763,3,0,0,309,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Ethan,Nwaneri,MID,ARS,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,1250,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1490,0,-1,0,0,1,5,0,0,3,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Lewis,O'Brien,MID,NFO,4700000,0,22,1.7,3.61702127659574E-07,4.68085106382979E-06,0,9475,2,14,0,0,0,1,0,4.7,4,-3,0,22,3,0,0,0,0,0,1,0,0,0,5700,0,-1,0,0,578,0,0,0,88,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Martin,?degaard,MID,ARS,6600000,0,180,5.6,8.48484848484848E-07,2.72727272727273E-05,0,4797050,4,35,0,0,0,12,0,27.3,10719,1,0,180,-1,0.7,0,4.5,25,0,11,0,8,26.2,5988401,0,-1,0,4,2723,3754,0,0,697,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,6.9,5.1,5.6,6.4,6.9
Odeluga,Offiah,DEF,BHA,4000000,0,1,0.0333333333333333,8.33333333333333E-09,2.5E-07,0,646,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0,0,0.1,0,0,0,0,0,0,1209,0,-1,0,0,2,21,0,0,3,Wolverhampton,Man Utd,Everton,Arsenal,Newcastle,0,0,0,0,0
Angelo,Ogbonna,DEF,WHU,4400000,1,34,1.0625,2.41477272727273E-07,7.72727272727273E-06,0,15523,0,13,0,0,0,0,0,7.7,22,-1,0,34,1,0.3,0,1.2,4,0,3,0,0,0.1,10356,0,-1,0,1,874,21,0,0,151,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,1.2,1.1,0.5,0.8,0.5
,Ojeda,MID,NFO,4500000,0,0,0,0,0,0,9642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
Armstrong,Oko-Flex,MID,WHU,4400000,0,0,0,0,0,0,8278,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,6413,0,-1,0,0,0,0,0,0,0,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Michael,Olakigbe,MID,BRE,4500000,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,-1,0,0,0,4,0,0,0,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0,0,0,0,0
Michael,Olise,MID,CRY,5400000,5,116,3.5,6.48148148148148E-07,2.14814814814815E-05,0,326293,2,34,0,0,0,2,0,21.5,2172,-1,0,116,1,0.9,0,4.8,14,0,7,0,9,2,523029,0,-1,0,2,2384,1766,0,0,450,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,3.4,3,3.4,2.7,4.5
Robin,Olsen,GLK,AVL,3900000,0,10,0.303030303030303,7.77000777000777E-08,2.56410256410256E-06,0,163669,0,8,0,11,0,0,0,2.6,149,-1,0,10,1,0,0,0.1,1,0,1,0,0,1.4,119301,0,-1,0,0,280,44,0,0,62,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0.2,0.2,0.2,0.2,0.2
Amadou,Onana,MID,EVE,4700000,0,68,2.3,4.8936170212766E-07,1.4468085106383E-05,0,61106,8,36,0,0,0,1,0,14.5,32,-3,0,68,3,0.1,0,0.7,2,0,8,0,2,0.1,66499,0,-1,0,0,2278,19,0,0,271,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,1.4,1.2,1.5,1.2,1.9
Josh,Onomah,MID,FUL,4300000,0,2,1,2.32558139534884E-07,4.65116279069767E-07,0,19251,0,2,0,0,0,0,0,0.5,9,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,14661,0,-1,0,0,14,0,0,0,4,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Paul,Onuachu,FWD,SOU,5400000,0,11,0.333333333333333,6.17283950617284E-08,2.03703703703704E-06,0,6761,0,6,0,0,0,0,0,2,25,-1,0,11,1,0.1,0,0.5,0,0,1,0,0,0,8424,0,-1,0,0,326,10,0,0,22,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0.2,0.2,0.2,0.2,0.2
Frank,Onyeka,MID,BRE,4800000,7,31,0.939393939393939,1.95707070707071E-07,6.45833333333333E-06,0,6415,0,9,0,0,0,0,0,6.5,4,-2,0,31,2,0.3,0,1.6,0,0,2,0,3,0,4115,0,-1,0,0,621,23,0,0,89,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,0.7,0.5,0.5,0.5,0.5
Tommi,O'Reilly,MID,AVL,4500000,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,-1,0,0,0,6,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Mislav,Orsic,MID,SOU,5100000,0,1,0.0303030303030303,5.941770647653E-09,1.96078431372549E-07,0,3941,0,0,0,0,0,0,0,0.2,3,-4,0,1,4,0,0,0,0,0,0,0,0,0,4428,0,-1,0,0,6,1,0,0,4,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
,Ortega,GLK,MCI,3800000,0,0,0,0,0,0,210143,0,0,0,0,0,0,0,0,391,-2,0,0,2,0,0,0,0,0,0,0,0,1.1,255198,0,-1,0,0,0,167,0,0,0,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Dango,Ouattara,MID,BOU,5000000,2,42,1.27272727272727,2.54545454545455E-07,8.4E-06,0,8906,1,17,0,0,0,1,0,8.4,58,0,0,42,0,0.5,0,2.3,4,0,1,0,3,0,12603,0,-1,0,0,963,28,0,0,135,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0.7,0.7,0.6,0.6,0.6
David,Ozoh,MID,CRY,4500000,0,1,0.0303030303030303,6.73400673400673E-09,2.22222222222222E-07,0,321,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,458,0,-1,0,0,1,7,0,0,3,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
,Pablo Mari,DEF,ARS,4500000,0,0,0,0,0,0,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,-1,0,0,0,0,0,0,0,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
,Palhinha,MID,FUL,4900000,2,74,2.5,5.10204081632653E-07,1.51020408163265E-05,0,87137,12,35,0,0,0,3,0,15.1,102,-1,0,74,1,0.2,0,1.1,5,0,8,0,0,0.3,85033,1,-1,0,1,2672,62,0,0,330,Man City,Liverpool,Leicester,Southampton,Crystal Palace,2.8,1.8,2,1.7,1.2
Cole,Palmer,MID,MCI,4200000,0,10,0.32258064516129,7.68049155145929E-08,2.38095238095238E-06,0,26937,1,3,0,0,0,0,0,2.4,19,-3,0,10,3,0.1,0,0.3,0,0,0,0,0,0.1,17153,0,-1,0,0,139,33,0,0,36,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0.4,0.2,0.2,0.4,0.2
Jonathan,Panzo,DEF,NFO,4000000,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Southampton,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0
,Paqueta,MID,WHU,5900000,2,87,2.71875,4.60805084745763E-07,1.47457627118644E-05,0,279458,4,33,0,0,0,4,0,14.7,1087,-1,0,87,1,0.6,0,3.5,8,0,5,0,4,0.9,346891,0,-1,0,0,1814,837,0,0,337,Crystal Palace,Man City,Man Utd,Brentford F.C.,Leeds United F.C.,3,2.1,1.7,2.5,1.9
Stefan,Parkes,DEF,FUL,4000000,0,0,0,0,0,0,4027,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4714,0,-1,0,0,0,6,0,0,0,Man City,Liverpool,Leicester,Southampton,Crystal Palace,0,0,0,0,0
Troy,Parrott,FWD,TOT,4500000,0,0,0,0,0,0,10682,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,-1,0,0,0,0,0,0,0,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
Thomas,Partey,MID,ARS,4700000,0,79,2.39393939393939,5.09348807221148E-07,1.68085106382979E-05,0,139477,4,25,0,0,0,3,0,16.8,107,-3,0,79,3,0.3,0,1.2,6,0,10,0,0,0.4,108047,0,-1,0,0,2256,82,0,0,428,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,1.9,1.3,1.5,1.7,1.9
Nathan,Patterson,DEF,EVE,3900000,0,26,0.787878787878788,2.02020202020202E-07,6.66666666666667E-06,0,1430802,3,18,0,0,0,0,0,6.7,205,-1,0,26,1,0.1,0,0.3,0,0,2,0,0,2.2,1266160,0,-1,0,0,1021,141,0,0,139,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0.4,0.4,0.4,0.4,0.4
Travis,Patterson,MID,AVL,4500000,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,-1,0,0,0,4,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Lewis,Payne,MID,SOU,4500000,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,-1,0,0,0,0,0,0,0,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,0,0,0,0
Ben,Pearson,MID,BOU,4400000,0,9,1.3,2.95454545454545E-07,2.04545454545455E-06,0,71652,1,10,0,0,0,0,0,2,10,-1,0,9,1,0,0,0,0,0,1,0,0,0.1,53031,0,-1,0,0,282,0,0,0,32,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
,Pedro Porro,DEF,TOT,4800000,1,32,0.96969696969697,2.02020202020202E-07,6.66666666666667E-06,0,83396,0,22,0,0,0,2,0,6.7,625,-2,0,32,2,0.4,0,2,0,0,1,0,1,0.8,165156,0,-1,0,1,857,1222,0,0,153,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0.5,0.8,0.5,0.5,0.5
,Pellistri,MID,MUN,4300000,0,3,0.0967741935483871,2.25056264066016E-08,6.97674418604651E-07,0,7257,0,1,0,0,0,0,0,0.7,8,-2,0,3,2,0,0,0.1,0,0,0,0,0,0,3671,0,-1,0,0,54,17,0,0,8,Aston Villa,Brighton,West Ham,Wolverhampton,Bournemouth,0,0,0,0,0
Nicolas,Pepe,MID,ARS,5300000,0,0,0,0,0,0,36700,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5198,0,-1,0,0,0,0,0,0,0,Chelsea,Newcastle,Brighton,Nottingham Forest FC,Wolverhampton,0,0,0,0,0
Ayoze,Perez,MID,LEI,4700000,0,19,2.4,5.1063829787234E-07,4.04255319148936E-06,0,19550,0,5,0,0,0,0,0,4,5,-3,0,19,3,0,0,0,0,0,1,0,2,0.1,9724,0,-1,0,0,378,0,0,0,69,Everton,Fulham,Liverpool,Newcastle,West Ham,0,0,0,0,0
Ivan,Perisic,DEF,TOT,5300000,4,92,2.9,5.47169811320755E-07,1.73584905660377E-05,0,4474313,6,43,0,0,0,1,0,17.4,4093,-2,0,92,2,0.4,0,2.2,6,0,6,0,8,15.1,3707753,0,-1,0,2,2093,1909,0,0,423,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,1.9,3.9,2.6,2.7,2.6
Sonny,Perkins,FWD,LEE,4500000,0,0,0,0,0,0,4427,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5490,0,-1,0,0,0,24,0,0,0,Bournemouth,Man City,Newcastle,West Ham,Tottenham,0,0,0,0,0
Romain,Perraud,DEF,SOU,4100000,0,71,2.4,5.85365853658537E-07,1.73170731707317E-05,0,220285,4,35,0,0,0,2,0,17.3,845,-4,0,71,4,0.2,0,0.7,5,0,4,0,2,0.6,269643,1,-1,0,1,1828,30,0,0,304,Newcastle,Nottingham Forest FC,Fulham,Brighton,Liverpool,0,1.4,2.4,2,2.3
Maximo,Perrone,MID,MCI,4400000,0,1,0.032258064516129,7.33137829912023E-09,2.27272727272727E-07,0,170,0,1,0,0,0,0,0,0.2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,212,0,-1,0,0,18,2,0,0,4,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0,0,0,0,0
Kalvin,Phillips,MID,MCI,4800000,0,6,0.193548387096774,4.03225806451613E-08,1.25E-06,0,49396,1,2,0,0,0,0,0,1.2,14,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,0.1,7229,0,-1,0,0,102,7,0,0,34,Fulham,West Ham,Leeds United F.C.,Everton,Chelsea,0.2,0.1,0.1,0.2,0.1
Killian,Phillips,MID,CRY,4500000,0,0,0,0,0,0,4260,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4646,0,-1,0,0,0,0,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
Nathaniel,Phillips,DEF,LIV,3800000,0,3,0.09375,2.46710526315789E-08,7.89473684210526E-07,0,82823,0,1,0,0,0,0,0,0.8,121,-2,0,3,2,0,0,0,0,0,0,0,0,0.5,87883,0,-1,0,0,65,306,0,0,17,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
Jaden,Philogene-Bidace,MID,AVL,4500000,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,Tottenham,Liverpool,Brighton,0,0,0,0,0
Jordan,Pickford,GLK,EVE,4400000,0,102,3.2,7.27272727272727E-07,2.31818181818182E-05,0,922017,5,50,0,111,0,0,0,23.2,1241,-1,0,102,1,0.6,0,2.5,7,0,7,0,1,5.6,889405,0,-1,0,1,2880,667,0,0,576,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,2.9,2.7,2.8,3.6,3.8
Ethan,Pinnock,DEF,BRE,4400000,2,86,3.3,7.5E-07,1.95454545454545E-05,0,131663,0,32,0,0,0,2,0,19.5,829,-1,0,86,1,0.7,0,3,2,0,8,0,0,1.1,242813,1,-1,0,0,2340,283,0,0,470,Nottingham Forest FC,Liverpool,West Ham,Tottenham,Man City,3.8,2.3,3.9,2.4,2.9
Cameron,Plain,GLK,BOU,4000000,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,0,-1,0,0,0,19,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Luke,Plange,FWD,CRY,4500000,0,0,0,0,0,0,136480,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18888,0,-1,0,0,0,0,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
,Podence,MID,WOL,5200000,1,88,2.9,5.57692307692308E-07,1.69230769230769E-05,0,334358,5,30,0,0,0,6,0,16.9,148,-3,0,88,3,0.4,0,2.3,10,0,5,0,1,0.7,278485,0,-1,0,1,1662,28,0,0,241,Brighton,Aston Villa,Man Utd,Everton,Arsenal,1.5,2.7,1.4,3.2,1.4
Euan,Pollock,FWD,BOU,4500000,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2463,0,-1,0,0,0,21,0,0,0,Leeds United F.C.,Chelsea,Crystal Palace,Man Utd,Everton,0,0,0,0,0
Nick,Pope,GLK,NEW,5400000,2,139,4.2,7.77777777777778E-07,2.57407407407407E-05,0,2601872,3,27,0,78,0,0,0,25.7,6240,4,0,139,-4,0.7,0,4,12,0,13,0,0,20.7,4077120,0,-1,1,2,2901,3277,0,1,597,Southampton,Arsenal,Leeds United F.C.,Brighton,Leicester,5.3,5.5,9.6,5,4.7
Dennis,Praet,MID,LEI,4800000,0,32,0.96969696969697,2.02020202020202E-07,6.66666666666667E-06,0,3208,1,7,0,0,0,1,0,6.7,1,-2,0,32,2,0.1,0,0.6,0,0,2,0,1,0,1925,0,-1,0,0,588,1,0,0,111,Everton,Fulham,Liverpool,Newcastle,West Ham,0.5,0.5,0.5,0.5,0.5
Isaac,Price,MID,EVE,4500000,0,0,0,0,0,0,599,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,-1,0,0,32,0,0,0,3,Leicester,Brighton,Man City,Wolverhampton,Bournemouth,0,0,0,0,0
Christian,Pulisic,MID,CHE,5600000,0,36,1.125,2.00892857142857E-07,6.42857142857143E-06,0,159560,1,9,0,0,0,1,0,6.4,60,-4,0,36,4,0.1,0,0.5,0,0,3,0,1,0.4,108088,0,-1,0,0,772,39,0,0,96,Arsenal,Bournemouth,Nottingham Forest FC,Man City,Man Utd,0.6,0.6,0.8,1.2,0.6
,R.Sessegnon,DEF,TOT,4400000,0,35,2.1,4.77272727272727E-07,7.95454545454546E-06,0,314256,4,15,0,0,0,2,0,8,75,-1,0,35,1,0,0,0,0,0,1,0,1,0.5,264199,0,-1,0,0,805,2,0,0,121,Liverpool,Crystal Palace,Aston Villa,Brentford F.C.,Leeds United F.C.,0,0,0,0,0
,R.Williams,DEF,LIV,4000000,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Tottenham,Fulham,Brentford F.C.,Leicester,Aston Villa,0,0,0,0,0
Jesurun,Rak-Sakyi,MID,CRY,4500000,0,0,0,0,0,0,3860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,-1,0,0,0,0,0,0,0,West Ham,Tottenham,Bournemouth,Fulham,Nottingham Forest FC,0,0,0,0,0
